,recid,black,alcohol,drugs,married,felon,educ,rules,age,res_linear,res_logit,res_probit,age_20,age_30
263,0.0,0,0,0,0,0,12,0,255,0.27847813623690265,0.2778090933248159,0.2781302572306222,0,0
264,0.0,0,1,0,1,0,12,0,355,0.20653653306467115,0.2173590931988372,0.2149458343184879,0,0
265,0.0,0,1,1,0,1,11,2,420,0.42080270360759864,0.4192411133240251,0.4195770325298071,0,1
266,0.0,0,0,0,1,0,16,0,520,0.21395020465727274,0.2232668814570659,0.22140692145560936,0,1
267,0.0,1,1,0,1,0,8,0,439,0.354137442523748,0.3487482681512606,0.3495293642170942,0,1
268,1.0,0,0,1,1,0,9,0,262,0.3011076139453817,0.2961920896225695,0.2970536733579504,0,0
269,0.0,1,0,0,1,0,9,0,413,0.35869363532577014,0.35352609974210264,0.3542042719714709,0,1
270,1.0,0,0,0,0,0,12,0,397,0.2899222860774469,0.2885554042759111,0.2893329016097653,0,1
271,1.0,1,0,0,1,0,12,1,303,0.3699603466119686,0.3646813944656696,0.3644722632368691,0,0
272,0.0,0,0,1,0,0,10,0,251,0.3574530186799222,0.35171422164754046,0.3538145718433787,0,0
273,0.0,0,0,1,1,0,7,0,532,0.29012127614520167,0.28581626003640115,0.2871126900838059,0,1
274,0.0,0,0,0,0,0,12,0,624,0.25014321815209994,0.2524669958288285,0.25292394112914957,0,1
275,1.0,0,1,0,1,0,10,1,228,0.3806422474891012,0.3727927417895427,0.37399268667570496,1,0
276,0.0,1,0,0,1,1,12,0,302,0.341817101759738,0.3359213426678371,0.33648176401047425,0,0
277,1.0,1,0,1,0,0,10,1,260,0.510187302960937,0.5163212718283549,0.5152559631199133,0,0
278,0.0,0,0,0,1,0,8,0,452,0.2258664012164075,0.23292226244805714,0.2313207886134484,0,1
279,0.0,0,0,0,0,0,10,0,203,0.4111225037724221,0.405595032083913,0.407996626853433,1,0
280,0.0,0,0,0,1,0,12,0,304,0.21547368048402224,0.22443790194255353,0.2222348146671338,0,0
281,1.0,1,0,0,0,0,9,0,237,0.5311573503991842,0.5367396317383953,0.536825611162043,1,0
282,1.0,0,1,0,1,0,10,0,516,0.21465115739604537,0.2238268665582551,0.2219832815790696,0,1
283,0.0,1,0,0,1,0,3,0,606,0.3248726656799906,0.3188112481848951,0.32006987912168405,0,1
284,0.0,1,0,0,0,1,8,3,248,0.4906531975468555,0.497206428264013,0.493903316154115,0,0
285,0.0,1,0,0,0,1,10,0,647,0.3721056848104868,0.3665151273893478,0.36887053946932746,0,1
286,0.0,1,0,0,0,1,11,0,238,0.5309821122144911,0.5365390762850567,0.5366331421872667,1,0
287,1.0,1,0,1,0,0,8,0,325,0.47047833791895793,0.4714447981059808,0.4723828941626593,0,0
288,0.0,0,1,0,0,0,8,0,608,0.2529470291071905,0.2549102646789601,0.25540892268057724,0,1
289,0.0,0,0,0,1,1,8,0,278,0.22002987328604434,0.22810920170322244,0.22600438848421545,0,0
290,0.0,0,1,0,0,0,12,2,550,0.3197478098932412,0.3161854512501137,0.3165436884175976,0,1
291,1.0,1,1,1,0,0,9,3,300,0.5598147416470581,0.5713843131274632,0.5678676535627045,0,0
292,0.0,0,0,0,0,1,8,0,243,0.2805809944532206,0.27975509897514256,0.2800843610535459,0,0
293,1.0,1,0,0,0,0,12,1,385,0.446336572237018,0.448025451359333,0.4475445140875747,0,1
294,1.0,1,1,0,0,0,11,2,270,0.45847947444668224,0.4610425831940999,0.4593860208086988,0,0
295,0.0,1,0,0,1,0,7,0,311,0.3402399580974996,0.334303957012402,0.3348918918377113,0,0
296,0.0,0,0,0,1,0,4,0,451,0.22604163940110067,0.23306639986507188,0.23146840470660468,0,1
297,1.0,1,0,1,0,1,11,2,267,0.5372791187050087,0.5465869822905932,0.5441512618085989,0,0
298,1.0,0,0,0,1,0,9,0,245,0.22581273338091856,0.2328295483444361,0.23084048615517283,0,0
299,0.0,0,0,0,0,0,11,0,207,0.41042155103364947,0.40481746971047816,0.40724429431519155,1,0
300,0.0,1,0,0,0,0,10,0,333,0.39080250273716577,0.3866503998981403,0.3879821828029121,0,0
301,1.0,0,0,1,0,1,8,2,265,0.41163665016806544,0.4089399725365899,0.4091440135579095,0,0
302,0.0,1,0,0,0,0,11,0,252,0.4049967956973116,0.40225371278017213,0.4030976350822185,0,0
303,1.0,1,0,0,0,0,11,1,322,0.4210486058057143,0.4193811150159198,0.41948401942955316,0,0
304,1.0,0,0,0,0,1,10,7,268,0.4744294210943579,0.48119701539569254,0.475109613106434,0,0
305,1.0,1,1,0,0,0,11,0,350,0.3878234535973821,0.3834038128833112,0.38483040495055776,0,0
306,1.0,1,0,0,1,1,9,2,295,0.3996807351264376,0.3961764031043509,0.39488280064543035,0,0
307,1.0,0,1,1,0,1,10,0,235,0.4837888115664879,0.483156667013941,0.48532992710225076,1,0
308,0.0,0,0,1,0,0,8,7,248,0.5562081144924679,0.5699139639467629,0.5630408425348205,0,0
309,1.0,1,0,0,0,0,11,1,341,0.41771908029654425,0.4156542664871505,0.415889998390538,0,0
310,0.0,1,0,0,0,0,11,0,231,0.5322087795073431,0.5379427126166167,0.5379802424239536,1,0
311,0.0,1,0,1,1,0,4,0,604,0.4034970717536238,0.39723230862765496,0.39931923494607935,0,1
312,0.0,0,1,1,0,0,8,0,244,0.3586796859727743,0.35300261914200787,0.3550765063452426,0,0
313,0.0,0,0,0,0,1,13,1,294,0.29996233007079326,0.2974264080403845,0.2976187169734603,0,0
314,0.0,0,1,1,0,1,1,1,614,0.35848801274020214,0.35215311652531084,0.35457120908157114,0,1
315,1.0,1,0,0,0,0,11,1,304,0.4242028931301911,0.4229203249018724,0.4228950938044049,0,0
316,1.0,1,0,1,0,0,8,1,280,0.5066825392670739,0.512291831254777,0.5113923596681127,0,0
317,0.0,1,0,1,0,0,10,1,266,0.509135873852778,0.5151126386006286,0.5140970159385588,0,0
318,0.0,1,0,0,0,0,13,1,234,0.5600015479901874,0.5687789710047638,0.5674681800823156,1,0
319,0.0,0,0,0,0,0,9,0,204,0.4109472655877289,0.4054005969316672,0.4078085117992707,1,0
320,0.0,1,1,0,1,0,11,0,310,0.34041519628219274,0.3344834751486847,0.3350683988939207,0,0
321,0.0,0,0,1,0,1,8,1,235,0.5121072946034116,0.514952728521863,0.5156577130317928,1,0
322,0.0,0,0,0,1,0,10,0,278,0.22002987328604434,0.22810920170322244,0.22600438848421545,0,0
323,0.0,1,0,1,0,0,7,2,296,0.5321972113489071,0.5407841801887812,0.538576091683892,0,0
324,1.0,0,0,0,0,0,9,0,252,0.27900385079098217,0.2782948132104439,0.2786181592252347,0,0
325,0.0,0,0,0,0,1,8,4,279,0.38754635195196185,0.38561027013478316,0.38366178292249753,0,0
326,1.0,1,1,0,0,0,11,3,306,0.4804893828346523,0.4855154371125306,0.48269775942487797,0,0
327,1.0,0,0,0,1,1,12,0,317,0.21319558408301117,0.2226180671106723,0.2203635633797475,0,0
328,0.0,1,1,0,0,0,11,0,405,0.4145133255062311,0.41289495528778475,0.41387175418695876,0,1
329,0.0,1,0,0,0,0,11,0,219,0.5343116377236611,0.5403475353525471,0.5402885353156036,1,0
330,0.0,1,0,0,0,0,9,0,284,0.39938917378713057,0.3960638440533391,0.397107408155634,0,0
331,1.0,1,0,0,0,0,9,6,266,0.5724543593331499,0.5880694801790349,0.5808673266710611,0,0
332,1.0,1,0,1,0,1,11,1,323,0.499147297325268,0.5036238020287014,0.5030824617805686,0,0
333,0.0,0,1,0,0,0,9,0,242,0.2807562326379137,0.2799176419305632,0.2802475029195822,0,0
334,0.0,1,0,0,0,1,11,0,238,0.5309821122144911,0.5365390762850567,0.5366331421872667,1,0
335,1.0,1,0,0,1,0,6,1,582,0.35739686514955016,0.35145371464768715,0.3520334038601346,0,1
336,1.0,1,1,0,0,1,10,7,299,0.5949899822751994,0.6122077091414243,0.6041728650440391,0,0
337,0.0,0,0,0,0,0,8,1,230,0.4347095558226306,0.4312495134934631,0.4326056718475003,1,0
338,1.0,0,0,1,0,0,10,1,239,0.511406341864639,0.5141468588478758,0.514885124712316,1,0
339,1.0,1,0,0,0,0,11,0,260,0.40359489021976636,0.40070323900821214,0.40159788528830254,0,0
340,1.0,1,0,0,0,1,11,1,258,0.4322638496260764,0.4320001772944142,0.43163800164329913,0,0
341,0.0,1,0,0,1,0,8,1,337,0.3640022483324012,0.35835172258334846,0.3583013249143203,0,0
342,1.0,0,0,1,0,0,12,0,236,0.4836135733817947,0.4829552603715901,0.48513677078474227,1,0
343,0.0,1,0,0,0,0,8,0,306,0.39553393372388107,0.3918274130366916,0.39300307021465103,0,0
344,1.0,1,0,1,0,0,8,0,237,0.609431280103431,0.6195975485423406,0.6193844083320321,1,0
345,1.0,1,0,1,0,1,8,2,238,0.6658930079925853,0.6773213738167229,0.6756099812043803,1,0
346,0.0,1,0,0,0,1,9,0,253,0.40482155751261845,0.4020597959491549,0.40291008789331567,0,0
347,1.0,1,0,1,0,0,7,0,289,0.47678691256791167,0.4786855925079377,0.47932845286838066,0,0
348,0.0,0,1,1,0,1,10,7,264,0.5534043035373774,0.5667480185664489,0.5599850667704682,0,0
349,1.0,1,0,0,0,0,10,3,308,0.48013890646526597,0.485112508634674,0.4823115537440182,0,0
350,1.0,1,1,0,0,0,10,0,213,0.53536306683182,0.5415492495690604,0.5414421776269346,1,0
351,0.0,0,0,0,0,0,3,0,860,0.20878700656451463,0.21825842996709446,0.2177956547998272,0,1
352,1.0,0,0,1,0,0,8,1,263,0.38366864350052804,0.3789602702301139,0.38025265420509813,0,0
353,1.0,0,0,1,0,0,9,3,485,0.43773070463946706,0.43755576884155356,0.43705918971747343,0,1
354,0.0,0,0,0,1,0,12,1,275,0.24887407087704758,0.2517366717768115,0.24997197521543174,0,0
355,1.0,1,0,0,0,0,12,0,311,0.39465774280041527,0.39086683096161806,0.39207190474039016,0,0
356,1.0,0,0,1,0,0,10,4,227,0.5984646491917281,0.610155033844467,0.606900908125569,1,0
357,0.0,0,1,1,1,1,9,0,392,0.3146546220022438,0.3094111391100041,0.31064988668283633,0,1
358,0.0,1,1,0,0,1,9,0,303,0.39605964827796053,0.3924041651644042,0.3935620638913947,0,0
359,1.0,1,0,1,1,1,10,4,401,0.5523443553940299,0.5635617419955596,0.5585918380616081,0,1
360,0.0,1,0,0,0,0,7,0,284,0.39938917378713057,0.3960638440533391,0.397107408155634,0,0
361,1.0,1,0,1,0,0,8,0,591,0.4601929528575506,0.4597341705758362,0.4616454260890954,0,1
362,0.0,0,0,1,0,0,9,0,230,0.4846650024899537,0.4841637810043735,0.48629575941631215,1,0
363,1.0,1,0,0,1,0,8,1,425,0.38490926014637594,0.3808300549123119,0.3806517543005906,0,1
364,0.0,1,0,0,0,1,4,1,488,0.4282870392136227,0.4275811614456508,0.42788106613258825,0,1
365,0.0,1,1,0,0,0,12,1,454,0.4342451374931901,0.43430597551177597,0.43435460072404575,0,1
366,0.0,1,0,0,0,1,12,0,350,0.3878234535973821,0.3834038128833112,0.38483040495055776,0,0
367,1.0,1,0,0,0,0,10,1,222,0.5621044062065054,0.5711512465434598,0.5697532542968559,1,0
368,1.0,0,0,1,0,0,9,1,259,0.38436959623930067,0.3797198530313859,0.3809909300170354,0,0
369,1.0,1,0,0,0,0,9,0,238,0.5309821122144911,0.5365390762850567,0.5366331421872667,1,0
370,1.0,0,1,0,0,0,9,3,240,0.3660621581180713,0.36318327598314615,0.3620364120902795,0,0
371,1.0,1,0,0,1,0,11,0,563,0.3324079076217964,0.32638997525474206,0.3275567550540829,0,1
372,0.0,0,0,0,0,0,13,1,413,0.31543695815928013,0.3125794264928155,0.31311222524689575,0,1
373,0.0,1,0,0,0,0,10,1,223,0.5619291680218121,0.5709536801832729,0.5695629195470798,1,0
374,0.0,1,0,0,0,1,12,2,253,0.46145852358646594,0.46445139063460733,0.4626562232780783,0,0
375,0.0,0,0,1,0,1,10,5,363,0.5157467292458799,0.525419767022662,0.5210374775745773,0,1
376,1.0,0,0,0,0,0,9,0,227,0.4069167873397863,0.4009368907041556,0.4034878154194083,1,0
377,0.0,1,0,0,1,0,12,0,310,0.34041519628219274,0.3344834751486847,0.3350683988939207,0,0
378,0.0,1,0,1,0,0,3,0,631,0.45318342546982426,0.45173203938924744,0.45395729247735994,0,1
379,0.0,0,0,1,0,0,4,0,786,0.3000285619360552,0.294102233433078,0.29723090591507395,0,1
380,1.0,0,1,0,1,1,9,7,309,0.4128268708190227,0.41255123296792534,0.4071750395214113,0,0
381,1.0,0,1,0,0,0,9,0,236,0.4053396436775479,0.3991946432912296,0.4018002782392999,1,0
382,1.0,0,0,0,0,0,7,3,244,0.36536120537929867,0.3624374438690363,0.3613102124395404,0,0
383,0.0,0,1,0,1,0,9,0,258,0.2235346369799075,0.23096193373319132,0.22892849103297558,0,0
384,0.0,0,0,0,0,0,6,3,413,0.37207392423312763,0.36967006074203435,0.3688238236557838,0,1
385,0.0,1,0,0,0,1,11,21,258,0.9986335103645514,0.9064344669819249,0.9112627141830276,0,0
386,0.0,0,0,1,0,0,7,0,407,0.36644383393476215,0.36126925448756536,0.36363668950596884,0,1
387,1.0,0,0,1,1,1,5,1,439,0.33473691035858916,0.32881398794031375,0.32969994611047343,0,1
388,1.0,0,0,1,0,0,10,1,257,0.38472007260868696,0.380099865788594,0.38136023063660435,0,0
389,1.0,1,0,0,0,1,8,0,332,0.39097774092185894,0.3868416928858866,0.3881678137573414,0,0
390,0.0,0,0,1,0,1,12,1,304,0.3764838779281085,0.3712093105687455,0.37271091006781676,0,0
391,0.0,0,0,0,1,1,11,7,310,0.4126516326343295,0.41235577649859534,0.4069870176091005,0,0
392,1.0,0,0,1,0,0,8,1,499,0.37864040397991533,0.37359267675856794,0.37551168831669507,0,1
393,1.0,1,1,0,1,0,11,0,330,0.33691043258832953,0.3309022722338674,0.3315452246338059,0,0
394,0.0,0,0,1,0,0,9,0,332,0.34325872571977634,0.33696618260559474,0.33933201678773395,0,0
395,0.0,0,0,0,0,0,10,9,248,0.5345711508620685,0.548680009405201,0.539564370322392,0,0
396,0.0,0,1,0,1,0,9,0,444,0.22726830669395276,0.23407709957723477,0.23250318664933145,0,1
397,1.0,0,1,0,0,0,12,0,424,0.2851908550907316,0.2841054594440409,0.28487619584585533,0,1
398,0.0,0,0,0,1,0,12,0,568,0.20553877179200114,0.21662504139997868,0.21455766233067403,0,1
399,0.0,1,1,0,1,0,6,1,305,0.3696098702425823,0.3643077374756044,0.36410827454229433,0,0
400,1.0,1,1,0,1,1,11,0,371,0.3660536390828828,0.36130598358503707,0.3618024016259902,0,1
401,1.0,1,0,1,0,0,9,0,427,0.4889320151472285,0.49271596556992286,0.4932858198676499,0,1
402,0.0,0,0,1,0,0,5,1,503,0.3779394512411427,0.37283798338486124,0.3747767144815083,0,1
403,0.0,0,0,1,0,1,12,3,280,0.43732656043459184,0.43703112960654283,0.4360561008259204,0,0
404,0.0,1,0,0,0,0,14,1,297,0.42542956042304325,0.42429884492139597,0.4242232003175598,0,0
405,0.0,1,0,0,0,1,12,1,315,0.4222752730985664,0.4207565100471144,0.42080984433384594,0,0
406,0.0,0,0,1,1,0,12,2,362,0.3765487336168861,0.3718655307347505,0.37168409653408796,0,1
407,1.0,1,0,0,0,1,9,4,294,0.510910724087894,0.5197276922912126,0.5153431279207142,0,0
408,0.0,0,0,0,0,1,9,12,276,0.6146199308014313,0.6351646486418715,0.6231964878738323,0,0
409,0.0,1,0,0,0,1,10,8,280,0.6266379908212931,0.645462696005511,0.6366082914271096,0,0
410,0.0,1,0,0,0,1,10,0,328,0.39167869366063157,0.3876072135208091,0.3889105927056624,0,0
411,0.0,1,0,0,0,0,12,1,319,0.42157432035979375,0.419970417964436,0.42005211910452445,0,0
412,0.0,0,0,0,0,0,10,1,297,0.2994366155167138,0.29692103463109526,0.2971153640720321,0,0
413,1.0,0,0,0,0,0,8,1,236,0.4336581267144716,0.4300629550011277,0.4314628109435489,1,0
414,0.0,1,0,0,0,0,11,2,272,0.45812899807729596,0.4606417802337501,0.45900146737637326,0,0
415,0.0,0,0,0,0,1,12,1,258,0.30627090471974694,0.30352933253691283,0.3036890607047008,0,0
416,0.0,0,1,0,0,0,6,0,768,0.22490891955628517,0.23118332554527254,0.23114379000583746,0,1
417,0.0,0,0,0,0,1,11,0,261,0.27742670712874373,0.27683922010211137,0.2771557052158572,0,0
418,1.0,0,1,1,0,1,9,3,416,0.44982213938329496,0.4512960050248227,0.45026225871948306,0,1
419,0.0,0,0,1,0,0,8,4,362,0.4876034843936493,0.493836754850381,0.49090619788122764,0,1
420,1.0,1,0,0,0,0,10,6,279,0.5701762629321389,0.5855271847193237,0.5784048084914031,0,0
421,0.0,0,1,1,0,0,9,0,291,0.3504434912921958,0.344393750573946,0.34663466381449315,0,0
422,1.0,0,1,0,0,0,10,0,281,0.2739219434348806,0.2736214475924814,0.27391931672807257,0,0
423,1.0,1,0,0,1,0,12,2,340,0.3917950168152455,0.38752745953674866,0.38651353259925,0,0
424,1.0,0,0,0,0,0,15,3,554,0.3473653401913923,0.34358549916075676,0.3433692804454344,0,1
425,0.0,0,0,0,1,1,8,0,318,0.21302034589831803,0.22247851690082915,0.2202199960498481,0,0
426,0.0,1,0,0,0,1,10,2,341,0.446037563333468,0.44684872465538006,0.44576030120744603,0,0
427,1.0,0,0,1,0,1,9,7,249,0.5560328763077748,0.569716257002076,0.5628499647511415,0,0
428,1.0,1,0,0,0,0,8,1,245,0.43454194602708746,0.4345748028276218,0.4341150994372031,0,0
429,0.0,1,0,0,1,1,8,3,322,0.4232677871766461,0.4216577486903179,0.41931048889937955,0,0
430,0.0,0,0,0,0,1,10,0,240,0.28110670900730006,0.280242900966056,0.28057392467961917,0,0
431,0.0,1,0,0,1,0,6,0,509,0.34187076959522694,0.33603712698065974,0.33705770136224245,0,1
432,1.0,1,0,0,0,1,11,1,424,0.4395022830339848,0.44025987004759776,0.44008125701991296,0,1
433,0.0,0,0,0,0,1,8,0,251,0.27917908897567534,0.27845683573651603,0.2787808857959142,0,0
434,0.0,1,0,0,1,1,12,0,367,0.3667545918216554,0.362050809544699,0.36252893842536943,0,1
435,1.0,0,0,0,1,1,10,2,588,0.2586709741719855,0.2597786392692369,0.2583893980921669,0,1
436,0.0,0,0,0,1,1,11,1,481,0.24910297689722966,0.2519864394763224,0.25062769102293425,0,1
437,0.0,0,0,0,0,0,10,0,240,0.28110670900730006,0.280242900966056,0.28057392467961917,0,0
438,1.0,1,1,1,1,0,14,1,762,0.40412792160902855,0.39718256426484017,0.3991212896039956,0,1
439,0.0,1,0,0,1,1,12,0,342,0.3348075743720117,0.328762883113681,0.32943842693589637,0,0
440,0.0,0,0,0,1,1,10,1,289,0.24642073629134337,0.24961566803863497,0.24782155155628338,0,0
441,0.0,1,0,0,0,0,12,1,302,0.42455336949957745,0.42331406628036744,0.4232744640872068,0,0
442,0.0,1,0,0,0,1,12,2,360,0.442708037824298,0.44306404808997285,0.44212414450334014,0,0
443,0.0,1,0,0,1,0,11,4,316,0.4526376993217288,0.4541529046584649,0.4503758373579707,0,0
444,0.0,1,0,1,0,1,9,0,324,0.4706535761036511,0.47164578326791634,0.47257572281018956,0,0
445,0.0,1,0,0,1,0,10,0,365,0.3671050681910417,0.3624234714375344,0.3628923927441377,0,1
446,0.0,1,1,0,0,0,10,1,486,0.428637515583009,0.42797602398744344,0.4282613430927293,0,1
447,0.0,0,1,0,1,0,3,0,698,0.18275780778189057,0.19936060465760025,0.19663788348248545,0,1
448,0.0,0,0,0,0,1,4,9,531,0.5213067166608775,0.5335892788443272,0.5255513958044965,0,1
449,1.0,1,0,0,1,0,9,0,398,0.3613222080961675,0.3562959834581933,0.3569114173469533,0,1
450,0.0,0,0,1,0,0,11,0,253,0.35710254231053584,0.3513465033235454,0.3534543132164744,0,0
451,0.0,1,0,0,0,1,8,1,251,0.43349051691892854,0.43338606676231173,0.43297149593168344,0,0
452,0.0,1,0,0,1,0,12,0,347,0.3339313834485459,0.3278735567333518,0.3285621851901538,0,0
453,1.0,1,0,1,0,1,10,5,353,0.6071640839321683,0.6222734793322885,0.6168992013728118,0,0
454,0.0,0,1,0,0,0,9,1,359,0.288571848065738,0.2865888564800688,0.2868010646027289,0,0
455,0.0,0,0,0,0,1,9,1,267,0.3046937610575085,0.3019969825072145,0.3021662984749852,0,0
456,0.0,1,0,0,1,0,12,0,334,0.33620947984955696,0.33018835991770284,0.33084236221371566,0,0
457,0.0,0,0,0,1,1,10,0,400,0.23497878682045173,0.24049955994489097,0.23906608758621178,0,1
458,1.0,0,0,0,0,0,12,2,285,0.32985795676995544,0.3262716299300837,0.32604438896728294,0,0
459,1.0,1,0,0,0,0,9,1,250,0.43366575510362165,0.4335841365896035,0.4331620578055701,0,0
460,0.0,1,1,0,0,0,10,0,249,0.4055225102513911,0.402835646519299,0.40366041024997246,0,0
461,1.0,0,0,0,0,0,10,0,254,0.2786533744215958,0.2779709419830353,0.27829284491758216,0,0
462,0.0,0,0,0,1,0,14,0,338,0.20951558220445485,0.21970063330761386,0.217359934134373,0,0
463,1.0,1,0,0,0,0,12,0,259,0.40377012840445947,0.4008969402303103,0.40178527525866536,0,0
464,1.0,0,1,0,0,0,4,0,633,0.24856607448986157,0.2510994913671775,0.2515317514105797,0,1
465,1.0,0,0,1,0,0,10,2,310,0.40375093185687333,0.4001970629360759,0.40069442461391686,0,0
466,0.0,1,0,0,0,0,12,1,262,0.43156289688730376,0.43120871670943484,0.4308763535212316,0,0
467,0.0,1,0,0,0,0,9,0,249,0.4055225102513911,0.402835646519299,0.40366041024997246,0,0
468,0.0,0,0,0,1,1,11,3,354,0.2916672203601356,0.28933131879127516,0.2874751367701659,0,0
469,1.0,0,0,1,0,0,10,2,382,0.4274617546259386,0.4267214019302211,0.42678530282675703,0,1
470,1.0,1,0,0,0,0,10,1,270,0.4301609914097585,0.4296268531031721,0.4293538310695734,0,0
471,0.0,1,0,1,0,0,12,0,332,0.46925167062610584,0.47003816481119254,0.4710332773838556,0,0
472,0.0,1,0,1,0,1,10,3,319,0.5564852161378882,0.5676272401366467,0.5642456401413415,0,0
473,0.0,1,1,0,0,0,10,0,430,0.41013237088890214,0.4080157239045641,0.409158919323362,0,1
474,1.0,0,0,1,0,0,9,1,231,0.5128082473421842,0.5157585204482954,0.5164302425728668,1,0
475,0.0,1,0,0,0,0,11,0,289,0.39851298286366477,0.3950996233196922,0.396173585034121,0,0
476,1.0,1,0,1,1,0,11,3,292,0.5067988624216877,0.5122078802062084,0.5088965472011839,0,0
477,0.0,0,0,0,1,1,9,1,403,0.262771555303296,0.2640284283722801,0.2628040337087829,0,1
478,1.0,1,0,0,0,0,11,0,201,0.537465925048138,0.5439512147585202,0.5437484057485203,1,0
479,1.0,1,0,0,0,0,8,1,216,0.5631558353146643,0.5723361664339617,0.5708949209502029,1,0
480,0.0,1,0,0,1,0,9,0,432,0.35536410981660016,0.35003166709361916,0.35078578532974863,0,1
481,0.0,1,0,0,1,1,10,0,413,0.35869363532577014,0.35352609974210264,0.3542042719714709,0,1
482,1.0,0,0,1,0,0,10,10,253,0.6402873726797733,0.6590694526882404,0.64965064951811,0,0
483,0.0,0,0,0,0,0,9,1,222,0.43611146130017586,0.4328328178086269,0.43413036222574525,1,0
484,0.0,0,0,0,1,0,11,2,260,0.2798211266843687,0.2788756735472066,0.27716924812978827,0,0
485,0.0,0,0,0,1,1,7,1,563,0.2347334457523907,0.23972584069893033,0.23815652132863213,0,1
486,0.0,1,0,0,0,1,7,0,308,0.3951834573544947,0.39144307921751015,0.39263053022444516,0,0
487,1.0,0,1,1,0,0,14,1,358,0.36702101595467795,0.3611015723846902,0.36285228646374923,0,0
488,0.0,0,1,1,0,0,11,0,265,0.35499968409421795,0.34914390816666735,0.35129552761620275,0,0
489,0.0,0,0,1,0,1,11,2,271,0.41058522105990647,0.4077707880714291,0.40801486701797496,0,0
490,0.0,0,1,0,1,1,13,0,351,0.20723748580344378,0.21790841771941125,0.21551245259337087,0,0
491,0.0,0,0,1,0,0,8,0,680,0.31860380951352996,0.31215828114167815,0.3152496655816185,0,1
492,1.0,1,0,1,0,1,10,2,279,0.5351762604886907,0.5441872665085443,0.5418452855137328,0,0
493,1.0,1,1,0,0,0,15,0,618,0.37718759216658837,0.3719626267648343,0.3741826280070748,0,1
494,0.0,0,0,1,1,1,9,0,242,0.30461237763924487,0.29956582580792307,0.30041636510270947,0,0
495,1.0,0,0,1,0,0,10,0,365,0.3738038376918748,0.3691222437102884,0.371302466851675,0,1
496,0.0,0,0,0,0,0,8,0,212,0.40954536011018366,0.40384618850830867,0.4063043599395201,1,0
497,0.0,1,0,1,0,0,9,2,256,0.5392067387366334,0.5487848242340619,0.5462637695940203,0,0
498,0.0,1,0,0,1,0,11,0,422,0.3571164916635317,0.35186886365540326,0.35258350396256566,0,1
499,1.0,0,0,0,1,0,8,0,365,0.24111212328471227,0.24569362365609074,0.24435805302877672,0,1
500,0.0,1,0,0,0,0,12,0,241,0.40692441572893634,0.40438880377775366,0.40516211648036016,0,0
501,1.0,1,0,1,0,0,9,0,247,0.4841469163250243,0.487144306119515,0.48743939722837454,0,0
502,0.0,0,0,1,0,0,12,1,258,0.3845448344239938,0.37990984100615227,0.3811755668001521,0,0
503,0.0,0,1,1,0,0,11,3,276,0.43802751317336447,0.43782505084898976,0.4368194215010317,0,0
504,1.0,1,0,0,0,0,12,1,321,0.4212238439904074,0.419577523869978,0.41967336740286876,0,0
505,0.0,0,0,0,0,0,12,0,328,0.2656857487543021,0.26615212455439785,0.2663881156528238,0,0
506,0.0,0,0,0,0,0,12,0,239,0.4048139291234684,0.39861445836156273,0.40123817080588553,1,0
507,0.0,1,0,0,0,0,11,0,295,0.3974615537555058,0.3939436354429759,0.39505378361937626,0,0
508,0.0,0,0,0,0,1,12,1,394,0.3187664836684501,0.3158816765368117,0.3163812429501957,0,1
509,0.0,0,0,0,0,0,12,0,324,0.26638670149307475,0.2667827277750395,0.26702496721011804,0,0
510,0.0,1,0,0,0,1,8,0,368,0.42099713833987795,0.42014745974762846,0.4208693810829745,0,1
511,0.0,0,0,0,1,1,11,0,376,0.23918450325308754,0.2440530884231296,0.24268809220321264,0,1
512,0.0,0,0,0,0,0,9,0,296,0.27129337066448317,0.27122347549536907,0.27150434771915266,0,0
513,1.0,1,0,0,0,1,11,0,237,0.5311573503991842,0.5367396317383953,0.536825611162043,1,0
514,0.0,0,0,0,0,0,8,0,806,0.21824986853794517,0.22578077895482254,0.22557584894346733,0,1
515,0.0,1,0,0,0,1,12,1,289,0.4268314659005885,0.4258757386753164,0.42574208982672895,0,0
516,0.0,1,0,0,0,0,9,0,253,0.40482155751261845,0.4020597959491549,0.40291008789331567,0,0
517,1.0,1,0,0,0,1,10,3,373,0.5050763965271834,0.5138669216769747,0.5103809695601285,0,1
518,1.0,0,1,0,1,0,12,0,571,0.20501305723792168,0.21621471021615155,0.2141337129040768,0,1
519,1.0,0,0,1,0,1,11,1,320,0.373680066973018,0.36820219210248856,0.36978079643603545,0,0
520,1.0,0,0,1,0,0,8,1,381,0.39931850977370803,0.3961192367662367,0.3973860336670385,0,1
521,0.0,1,1,0,0,0,8,1,280,0.42840860956282695,0.42765154648103926,0.42745215742600295,0,0
522,0.0,1,0,1,0,0,14,4,320,0.5846284609901188,0.5983507403703017,0.5937867076727594,0,0
523,0.0,0,0,0,0,0,12,0,241,0.2809314708226069,0.2800802426015911,0.28041069080338593,0,0
524,0.0,1,0,0,0,1,9,0,239,0.5308068740297979,0.5363385090103532,0.536440664637321,1,0
525,0.0,0,0,0,1,1,11,0,279,0.21985463510135117,0.22796721874037076,0.22585873971166776,0,0
526,0.0,1,0,1,0,0,8,2,471,0.537858501094577,0.5473151653142843,0.5453528966407488,0,1
